Budget Time ,globalType,Deprec CC,Prefix,projectNo,projectTitle,Comments ,Approval / Changes Notes ,Credit Type ,businessDriver,category,Program ,Factor,businessCase,Status,SPPM,CRB,PD,SME,Approved CAs,Capital,Expense ,Oustand CA? (Y/N),Carry over 2016,"Benefit 
P-Score","Cost/ Effort 
P-Score",Overall P-Score,Total RR 2016,Expend.,2014,2016,2017,2018,2019,2020,2021,TOTAL,Total Estimated Proj. Cost,2014,2015,2016,2017,2018,2019,2020,2021,Total Current Estimate ,Total Estimated Proj. Cost
,,,,96991,Asset Replacement 2016 - Engineering (cc642),,02/12/16 50% of capital portion of AR buckets added above the line per IMPACT discussion.,Global,QSP,Stay in Business,Fit for Purpose,,Asset Replacment ,FXNL LT Appr,Zaymar Sedra ,N/A,N/A,Alister Huffton ,,,,,No,N/A,N/A,N/A,,,,"$1,007k",,,,,,"$1,007k","$1,007k",,,"$1,007k",$505k,,,,,"$1,512k",
,,,,96992,Asset Replacement 2016 - Material Ops (cc484),,03/17/16 $4k moved to Material Ops AR Bucket above the line. 02/12/16 50% of capital portion of AR buckets added above the line per IMPACT discussion.,Global,QSP,Stay in Business,Fit for Purpose,,Asset Replacment ,FXNL LT Appr,Zaymar Sedra ,N/A,N/A,Alister Huffton ,,,,,No,N/A,N/A,N/A,,,,$126k,,,,,,$126k,$126k,,,$126k,"$1,178k",,,,,"$1,304k",
MO5,,,,96993,Asset Replacement 2016 - Manufacturing (cc1359),,02/12/16 50% of capital portion of AR buckets added above the line per IMPACT discussion.,Global,QSP,Stay in Business,Fit for Purpose,,Asset Replacment ,FXNL LT Appr,Zaymar Sedra ,N/A,N/A,Alister Huffton ,,,,,No,N/A,N/A,N/A,,,,$50k,,,,,,$50k,$50k,#REF!,,$50k,$365k,,,,,$415k,
MO5,,,,96994,Asset Replacement 2016 - Manufacturing,,02/12/16 50% of capital portion of AR buckets added above the line per IMPACT discussion.,Global,QSP,Stay in Business,Fit for Purpose,,Asset Replacment ,FXNL LT Appr,Zaymar Sedra ,N/A,N/A,Alister Huffton ,,,,,No,N/A,N/A,N/A,,,,$268k,,,,,,$268k,$268k,#REF!,,$268k,$158k,,,,,$426k,
MO5,,,,96995,Asset Replacement 2016 - Quality,See breakdown on the Idea tab. ,02/12/16 50% of capital portion of AR buckets added above the line per IMPACT discussion.,Global,QSP,Stay in Business,Fit for Purpose,,Asset Replacment - The total comes from ARR minus the $393k that were tried to pull-in in 2014 (Project P68) + the new assets that need to be repalced for $396k + 45% escalation ,FXNL LT Appr,Zaymar Sedra ,N/A,N/A,Alister Huffton ,,,,,No,N/A,N/A,N/A,,,,$408k,,,,,,$408k,$408k,#REF!,,$408k,$723k,,,,,"$1,131k",#REF!
,,,,96996,Asset Replacement 2016 - Technology,,,Global,QSP,Stay in Business,Fit for Purpose,,Asset Replacment ,FXNL LT Appr,Zaymar Sedra ,N/A,N/A,Alister Huffton ,,,,,No,N/A,N/A,N/A,,,,,,,,,,,$k,#REF!,,,,,,,,,#REF!
MO5,,,,96997,Asset Replacement 2016 - Facilities Ops,,02/12/16 50% of capital portion of AR buckets added above the line per IMPACT discussion.,Global,QSP,Stay in Business,Fit for Purpose,,Asset Replacment ,FXNL LT Appr,Zaymar Sedra ,N/A,N/A,Alister Huffton ,,,,,No,N/A,N/A,N/A,,,,$31k,,,,,,$31k,$31k,#REF!,,$31k,$56k,,,,,$87k,#REF!
,,,,96998,Asset Replacement 2016 - BMSO,,BMSO has only one AR on the report- Warehouse Forklift. This is not reflected on this line as it has been identified and it is disclose as a single line P69,Global,QSP,Stay in Business,Reliable,,Asset Replacment - The only replacement under this department for 2015 is the Warehouse Forklift which is project P69,FXNL LT Appr,Jim Neeleman,N/A,N/A,Alister Huffton ,,,,,No,N/A,N/A,N/A,,,,,,,,,,,$k,#REF!,,,$202k,,,,,$202k,#REF!
MO5,,,,96999,Site Management Adjustments (if any),,,Individual,,,,,,TBD,,,,,,,,,,,,,,,,"-$1,685k",,,,,,"-$1,685k","-$1,685k",#REF!,"-$10,662k",,,,,,,"-$14,509k",#REF!
Expense ,,,,97042,CRB Project Budget Estimating,,"4/15/15 Estimate for 2015 was adjusted to $360k. $90k billed in Q1, and we assumed that same expedinture for Q2,Q3 & Q4. 6/17/14 - Added budget $178k for the five year outlook per Dave's email. DS",Expense,QSP,Improvements and Efficiencies,Reliability and Value,A2 Business Efficiency,,Execute,Scott Fields,TBD,TBD,TBD,N/A,N/A,N/A,,,N/A,N/A,N/A,,,,,,,,,,,$k,#REF!,,$250k,$250k,,,,,$501k,
Expense ,,,,97043,Travel Expenses,It is expense. Placeholder for 4368,,Expense,QSP,Stay in Business,Reliability and Value,A2 Business Efficiency,,Execute,Scott Fields,TBD,TBD,TBD,N/A,N/A,N/A,,,,,,,,,,,,,,,,$k,#REF!,,$10k,$10k,,,,,$20k,
Expense ,,,,97001,Lunches,,,Expense,QSP,Stay in Business,Reliability and Value,A6 Quality of work/life improvements,,Execute,Scott Fields,TBD,TBD,TBD,N/A,N/A,N/A,,,,,,,,,,,,,,,,$k,#REF!,,$4k,$4k,,,,,$8k,
Expense ,,,,97002,Office Supplies inc. Laptops,,,Expense,QSP,Stay in Business,Reliability and Value,A6 Quality of work/life improvements,,Execute,Scott Fields,TBD,TBD,TBD,N/A,N/A,N/A,,,,,,,,,,,,,,,,$k,#REF!,,$45k,$45k,,,,,$90k,
Expense ,,,,97044,IMPACT Support,,6/17/14 - Added budget for the five year outlook. MD,Expense,QSP,Stay in Business,Reliability and Value,A2 Business Efficiency,,Execute,Scott Fields,TBD,TBD,TBD,N/A,N/A,N/A,,,,,,,,,,,,,,,,$k,#REF!,,$8k,$8k,,,,,$16k,
Expense ,,1586,S160,82000,I&C Engineering and Instrument Configuration Management System Remediation Project (CAPA 982343),,7/15/15 CA Appr. 7/10/15 Changed to CA Submitted. 6/10/15 CA issued.  ,Expense,CTT,Stay in Business,Reliability and Value,A1 Automation Improvement,With parallel project execution a browser I&C database allows concurrent queries and updates to be made. If nothing is done there is added overhead to maintain and outdated system.,Execute 1,Deidre Dunham,John Urban,Alister Hufton,Jonathan Clark,,,,,,0.6,3.4,3.4,,,,,,,,,,,$k,#REF!,$70k,$866k,$575k,,,,,"$1,511k",
Expense ,,,,97003,MFG Systems Integration Improvement Phase 1 - 2015,This project is an consolidation of MES related projects icl. 74413 that was originally a Capex project.,"11/02/15 CA was put on hold, still trying to bring this project to execution. 6/01/15 CA issued. 04/23/15 PMT Appr.  03/05/15 Project name changed from MES Enhancement Project  - 2015 to current. ",Expense,CTT,Improvements and Efficiencies,Reliability and Value,A1 Automation Improvement,"Process Waste: Currently no ability to waste process materials that don?t exist in Syncade.  When material cannot be wasted, it must be scrapped which requires justification and labor intensive forms.QC Sample Plan:Sample Plans have no user-viewable format specific to material and type that can be stored and managed in the DCA.  Precludes that ability to use the DCA workflow for document approval. Order Locator: Inability to filter EBR review based on batch information creates inefficient process.  The system is flooded with batch reports each day which makes targeting reports ready for review extremely difficult.
",Execute 1,Deidre Dunham,N/A,N/A,Eric Davis ,,,,,,2.3,2.2,15.3,1.17,,,,,,,,,,$k,#REF!,,$292k,$135k,,,,,$427k,
Expense ,,,,97005,MCS Peripheral Asset Replacement - 2017,,,Expense,QSP,Stay in Business,Fit for Purpose,,,FXNL LT Appr,Zaymar Sedra ,TBD,TBD,Ravi Medandravu,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,$312k,,,,$312k,
Expense ,,,,97006,MCS Peripheral Asset Replacement - 2019,,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Ravi Medandravu,,,,,,,,,,,,,,,,,,,$k,#REF!,,,,,,$332k,,$332k,
Expense ,,,,97063,MCS Peripheral Asset Replacement - 2021,,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Ravi Medandravu,,,,,,,,,,,,,,,,,,,$k,#REF!,,,,,,,,$351k,
Expense ,,,,97007,Automation System Lifecycle MCS Upgrade,"9/02/15 Renamed Automation System Lifecycle MCS Upgrade. 6/15/15 Originally called PCS Upgrade - 2015. Changed name and consolidated with MES Upgrade 2015. It was decided  all three will be governed by P2 and paid by the site. Which is further reason to combine them into one project.  74427. /01/15 Per Steven, only PI/CD Phase  will be done in 2015. The project will proceed with the PI Phase for a feed study. Since the requested amount is expense and less than $500k, a CA is not required.  A PO will be requested for $300k.  Eric Fallon will be added to the approval chain to endorse the project as the functional leader before the authorized approvers review the shopping cart.
When the project returns for the next phase of funding, it should be split into two projects. The MES and PCS activities will become one project while the infrastructure activities will be the other. ",11/30/15 Changed to Execution as the shopping cart was approved by AW for the PI phase for PCS Asset Replacement and the MCS Network Infrastructure. 9/02/15 Classified as Capex per Steven and changed name to PCS Asset Replacement 2016. 7/2/15 PMT Appr only feed study. 6/15/15 Name changed and consolidated. ,Expense,QSP,Improvements and Efficiencies,Reliability and Value,,,Execute,Deidre Dunham,TBD,TBD,Myles Sumlin ,,,,,,4.6,3,27.6,2.14,,,,,,,,,,$k,#REF!,,$296k,,,,,,$296k,
Expense ,,,,97008,PCS Asset Replacement - 2019,,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Ravi Medandravu,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,$488k,$488k,,,$975k,
Expense ,,,,97064,PCS Asset Replacement - 2021,,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Ravi Medandravu,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,,,,$463k,$463k,
Expense ,,,,97009,MES Asset Replacement - 2017,,9/02/15 This project comes back as a single and deferred to 2017. Roughly originally estimated for $1.1M 6/15/15 Rolled over to Automation System Lifecycle MCS Upgrade - E07. ,Expense,QSP,Stay in Business,Fit for Purpose,,,Idea,Zaymar Sedra ,TBD,TBD,Ravi Medandravu,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,$400k,$575k,,,,$975k,
Expense ,,,,97010,MES Asset Replacement - 2020,,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Ravi Medandravu,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,,,$500k,$525k,"$1,025k",
Expense ,,,,97012,Site Data Historian Asset Replacement - 2017,8/7/15 Per Myles' email this project has been deferred to 2017.,,Expense,QSP,Stay in Business,Fit for Purpose,,,FXNL LT Appr,Zaymar Sedra ,TBD,TBD,Myles Sumlin ,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,$366k,,,,,$366k,
Expense ,,,,97013,Site Data Historian Asset Replacement - 2019,9/02/15 Per Steven this projects has been deferred to 2019.,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Myles Sumlin ,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,,$488k,,,$488k,
Expense ,,,,97065,Site Data Historian Asset Replacement - 2021,,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Myles Sumlin ,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,,,,$488k,$488k,
Expense ,,,,97015,MCS Backup System Asset Replacement - 2017,,,Expense,QSP,Stay in Business,Fit for Purpose,,,FXNL LT Appr,Zaymar Sedra ,TBD,TBD,Myles Sumlin ,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,$390k,,,,,$390k,
Expense ,,,,97016,MCS Backup System Asset Replacement - 2020,,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Myles Sumlin ,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,,,$439k,,$439k,
Expense ,,,,97018,PDFx Lab and Pilot Plant DeltaV Asset Replacement - 2017,,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Ravi Medandravu,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,$488k,,,,$488k,
Expense ,,,,97019,PDFx Lab and Pilot Plant DeltaV Asset Replacement - 2020,,,Expense,QSP,Stay in Business,Reliable,,,FXNL LT Appr,Deidre Dunham,TBD,TBD,Ravi Medandravu,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,,,$488k,,$488k,
Expense ,,,,97030,MFG Systems Integration Improvement Phase 3 - 2017,Including MES/SAP System Integration - Real time Manufacturing Scheduling in SAP,"05/31/16 Per RM, ""The following project is no longer needed since this project is split into other projects which is already in the list.""",Expense,QSP,Improvements and Efficiencies,Fit for Purpose,A1 Automation Improvement,,Canceled,Zaymar Sedra ,TBD,TBD,TBD,,,,,,,,,,,,,,,,,,,$k,#REF!,,,,,,,,,
Expense ,,,,97031,MCS Data Analytics Asset Replacement - 2017,,,Expense,QSP,Stay in Business,Fit for Purpose,,,Idea,Zaymar Sedra ,TBD,TBD,TBD,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,$325k,,,,,$325k,
Expense ,,,,97032,MCS Data Analytics Asset Replacement - 2020,,,Expense,QSP,Stay in Business,Reliable,,,Idea,Deidre Dunham,TBD,TBD,TBD,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,,,$360k,,$360k,
Expense ,,,,97033,PCS Automated Documentation Upgrade,,,Expense,QSP,New Technologies,Reliable,,,Idea,Deidre Dunham,TBD,TBD,TBD,,,,,,,,,,,,,,,,,,,$k,#REF!,,,,$325k,,,,$325k,
Expense ,,,,97066,PCS Automated Documentation Asset Replacement - 2021,,,Expense,QSP,New Technologies,Reliable,,,Idea,Deidre Dunham,TBD,TBD,TBD,,,,,,,,,,,,,,,,,,,$k,#REF!,,,,,,,$360k,$360k,
Expense ,,,,97037,Recipe Reconfiguration Alignment for Operating Systems,,,Expense,QSP,Improvements and Efficiencies,Launch and Commercial Excellence,,"Current automation recipe design is not aligned to Network SAP Planning & Scheduling platform.  The misalignment results in delayed material consumptions, elevated raw material inventory, inadequate detailed production schedules, multiple manual alternate mechanisms and increased risk to production.  Accelerated production run rates and product launch add a new level of complexity which demands appropriate alignment of operating systems to minimize risk exposure, ensure success and align with network supply chain processes.",FXNL LT Appr,Jim Neeleman,TBD,N/A,Marco Baca,,,,,,2.7,4.2,13,,,,,,,,,,,$k,#REF!,,,$250k,"$1,500k","$1,750k",,,"$3,500k",
Expense ,,,,97038,PCS Functional Specification Development Project (CAPA 960297),,6/26/15 Classified as Expense according to Automation Team. 4/13/15 SS Submitted. 3/19/15 SS in progress ,Expense,RTO,Strategic,Reliability and Value,,"PCS Functional Specification do not exist for the majority of the existing process systems at OCN, incurring in human errors. Creating of FSs for all impact system will ensure robust documentation on the integration of equipment, utilities, manual procedures, instrumentation and process control logic at the site. ",FXNL LT Appr,Deidre Dunham,TBD,Alister Hufton,Sarah Maruccia,,,,,,2.3,3,13.5,,,,,,,,,,,$k,#REF!,,,$500k,"$2,250k","$2,250k","$3,000k",,"$8,000k",
Expense ,,,,97039,PCS Remediation for EBR Review by Exception - PI,Technology - Project identified during SBP Review.,"4/15/16 Project start slides to 2017, to be confirmed with SH. 11/23/15 No approved SS. 6/26/15 Classified as Expense according to Automation Team. ",Expense,QSP,Improvements and Efficiencies,Highly Capable Workforce,A1 Automation Improvement,,Idea,Melanie Yevilov,John Urban,Alister Hufton,Malou Jacinto / Stephanie Huntress,,,,,,2.7,4.2,13,,,,,,,,,,,$k,#REF!,,,$250k,"$2,250k","$3,375k",,,"$5,875k",
Expense ,,,,97040,Tech Transfer: Master Data Management,,"4/12/16 Project will be funded by PTD, per MB. 12/15/15 Reduced 2016 amount by $306k and moved into 2017 per Dave Stewart. 11/23/15 Feed Study to be paid by cc 644 (Eric Fallon).",Expense,RTO,Tech Transfers,Launch and Commercial Excellence,,Creates a single source of information that will standardized and streamline the business process of importing and exporting data. OCN will soon become a Launch Facility with the completion of P2 and having a validated system to manage the new/existing data is imperative to reduce errors and create user accountability. ,FXNL LT Appr,Jim Neeleman,N/A,N/A,Marco Baca,,,,,,4.1,3,24.3,,,,,,,,,,,$k,#REF!,,,,,,,,,
Expense ,,,,97045,Site Exterior Lighting Upgrade - Title 24,4/15/16 Follow up with Charles Fuller for updated SS.,"6/27/14 Per Maria's email, this project is expense. 6/26/14 Is it a EXPENSE or not? Each light will be under $5k. It is a replacement  6/25/14 CRB doing the estimate Mel working with Tucker/Mike for the SS. DS  6/17/14 - Need Scope Sheet. Jim will work with the SME ",Expense,CTT,SHE and K-Directives,Reliability and Value,,"This is retrofitting the existing light mounts and poles with new LED fixtures. It is energy savings.  Title 24 requires that once you change 10% of your exterior lighting, you need to do the remainder - about half of the lighting is being changed due to the solar project so this will change out the remainder.",FXNL LT Appr,Scott Fields,TBD,Mel Davis,Charles Fuller,,,,,,0.3,1,2.4,,,,,,,,,,,$k,#REF!,,$100k,$100k,,,,,$200k,
Expense ,,,,97046,Hazardous Waste Storage Bunker,2015 Cap $40k; 2016 Cap $40k,,Expense,QSP,SHE and K-Directives,Reliable,,,Execute,Jim Neeleman,Marcus Espinoza,Mel Davis,Marcus Espinoza,,,,,,0.8,1,6,,,,,,,,,,,$k,#REF!,,,,,,,,,
Expense ,,,,97047,Flammable Storage Cabinets Upgrade,,,Expense,RTO,SHE and K-Directives,Reliable,,Replace current cabinet with one that complies with Fire Code. If nothing is done the cite remains at risk of citation which could result in fines.  ,Execute,Jim Neeleman,Marcus Espinoza,Mel Davis,Marcus Espinoza,,,,,,0.5,0.4,3.9,,,,,,,,,,,$k,#REF!,,,,,,,,,
Expense ,,,,97048,Arc Flash Prevention,,11/23/15 Check with Marcus on monthly cash flow. 11/05/15 PMT Endorsed. ,Expense,RTO,SHE and K-Directives,Highly Capable Workforce,,"Multiple device settings, ciurcuit breakers and cable feeds were identified as being undersized operating above 95% of their operating capacity rate. ",Execute,Melanie Yevilov,John Urban,Mel Davis,Marcus Espinoza,,,,,,0.9,2.5,5.9,,,,,,,,,,,$k,#REF!,,$318k,,,,,,$318k,
Expense ,,,,97049,SIMCA Online - Downstream Application,,10/30/15 IMPACT e-reviwed. ,Expense,QSP,New Technologies,TBD,,,Execute,Jim Neeleman,N/A,N/A,Chris Johnson,,,,,,,,,,,,,,,,,,,$k,#REF!,,,,,,,,,
Expense ,,,,97051,MFG Electronic Use Logs (Syncade),,,Expense,RTO,Strategic,Launch and Commercial Excellence,,,Placeholder,Deidre Dunham,TBD,TBD,Ravi Medandravu,,,,,,1.1,2.5,6.8,,,,,,,,,,,$k,#REF!,,,,,,,,,
Expense ,,,,97052,MFG P1 Actemra Horiba Replacement,,,Expense,TBD,Stay in Business,TBD,,,Placeholder,TBD,TBD,TBD,TBD,,,,,,,,N/A,,,,,,,,,,,$k,#REF!,,,,,,,,,
Expense ,,,,97053,Pressure Safety Program - PI,,,Expense,RTO,SHE and K-Directives,Highly Capable Workforce,,,Execute,Melanie Yevilov,Marcus Espinoza,Mel Davis,Nick Loebs,,,,,,3.8,4,18.8,,,,,,,,,,,$k,#REF!,,$100k,,,,,,$100k,
Expense ,,,,97054,HVAC Retro Commissioning,Below the line - Budget Cap $25k Exp $5k 2015.,10/1/15 Project renamed from Reduce Reheat Requirements. 12/18/14 Changed to On Hold. 11/10/14 Project reviewed.,Expense,CTT,Stay in Business,Reliability and Value,,Project wll reduce energy consumption as a requirement of K-18. Projected annual savings of $220k in energy costs and reduced CO2 emissions of approx. 1210 metric tons.,FXNL LT Appr,Scott Fields,TBD,TBD,Geoff Wing / Scott Breier,,,,,No,2,1,15.6,2.28,,,,,,,,,,$k,#REF!,,,$113k,$44k,,,,$157k,
Expense ,,,,97057,Conference Room 315 Expansion,,5/10/16 project moved above the line per IMPACT discussion.,Expense,TBD,Improvements and Efficiencies,Exceptional Culture,,,Idea,Deidre Dunham,TBD,Alister Hufton,N/A,,,,,,,,,,,,,,,,,,,$k,#REF!,,$150k,,,,,,$150k,
Expense ,,,,97058,Parking Pavement Repair,,,Expense,CTT,Stay in Business,Reliability and Value,,,Execute,Scott Fields,Blake Brown,Mel Davis,Sumner Tison,,,,,,,,,,,,,,,,,,,$k,#REF!,,$245k,,,,,,$245k,
Expense ,,,,97059,B311 & B321 Gowning Room Modifications,,3/17/16 Project amount changed from $75k to $131k. 01/13/16 Project added to portfolio. PO's approved by AW.,Expense,RTO,Stay in Business,Reliability and Value,,"Revised manufacturing gowning SOP becomes effective in February 2016, necessitating modifications to existing lockers and shoe storage to support this SOP.",Execute,Zaymar Sedra ,TBD,Mel Davis,TBD,,,,,,,,,0.05,,,,,,,,,,$k,,,$100k,,,,,,$100k,
Expense ,,,,97060,QC Gas Cabinet Removal,,,Expense,QSP,TBD,TBD,,QC cold storage capacity demand increases each year. Therefore additional space is required for cold storage equipment.,FXNL LT Appr,TBD,TBD,Mel Davis,Joe Molon,,,,,,,,,,,,,,,,,,,$k,#REF!,,$75k,,,,,,$75k,
Expense ,,,,97062,PI- Ammonia RMP Study,SHE Identified Project on 5/9/16,,Expense,RTO,TBD,TBD,,,Idea,TBD,TBD,TBD,TBD,,,,,,,,,,,,,,,,,,,$k,#REF!,,,,,,,,,
Expense,,,,97067,OCN Lean Implementation,,,Expense,CTT,TBD,Highly Capable Workforce,,Formal implementation of LEAN across business operations as well as manufacturing operations will engrain behaviors to identify and quantifiably eliminate wastes that can be translated to hard dollar savings while building on Class A foundation.,Idea,Melanie Yevilov,TBD,TBD,Jim Szepesy,,,,,,,,,,,,,,,,,,,$k,#REF!,,,$85k,$40k,,,,$125k,
Expense,,,,97068,OCN Resource Planning and Management Tool,,,Expense,CTT,TBD,Highly Capable Workforce,,"Transparency and clarity on how the site?s workforce supports the business will lead to better prioritization, allocation of resources, and agility to adjust its workforce to support business demands.  
Site projects drive accomplishment of site goals and addressing site priorities. Ensuring appropriate resources are allocated to project related work will help regulate volume of work and ensure priority projects are resourced to be successful.  ",Idea,Melanie Yevilov,TBD,TBD,Melanie Yevilov / Michael Herrler,,,,,,,,,,,,,,,,,,,$k,#REF!,,,$85k,$15k,$15k,$15k,,$130k,
Expense,,,,97069,Manufacturing Bullpen,,,Expense,TBD,TBD,TBD,,,Idea,TBD,TBD,TBD,TBD,,,,,,,,,,,,,,,,,,,$k,#REF!,,$150k,,,,,,$150k,
Expense,,,,97070,Pressure Safety Program Automation - PI,,,Expense,RTO,SHE and K-Directives,Highly Capable Workforce,,,FXNL LT Appr,Melanie Yevilov,Marcus Espinoza,Mel Davis,Nick Loebs,,,,,,2.7,4.8,11.3,,,,,,,,,,,,,,,,,,,,,
Expense,,,,97071,Pipe Labelling Improvement,SHE Identified Project on 5/9/16,,Expense,RTO,Stay in Business,Highly Capable Workforce,,,FXNL LT Appr,Melanie Yevilov,Marcus Espinoza,Mel Davis,Marcus Espinoza,,,,,,1.8,1.6,13.3,,,,,,,,,,,,,,,"$2,100k",,,,,"$2,100k",
,,,,97072,Tangential Flow Filtration Cassettes Management,,11/20/15 Automation does not have resources to support project until 2017. Priority projects will be to complete current CAPA and shutdown related projects for 2016.,Individual,RTO,Improvements and Efficiencies,Reliability and Value,,An inspection could bring the problem to surface that not full genealogy is followed for the TFF cassettes which are product contacting. Human error in data input could impact ability to continue production under validated cassettes use.,FXNL LT Appr,Scott Fields,N/A,Juan Pacio,Stephanie Huntress,,,,,,5.4,1.6,40,,,,,,,,,,,$k,#REF!,,,"$1,030k",,,,,"$1,030k",
Initiative ,,,PTD,98001,CMC Continuum,"Some of the Tier 1 solutions (and resources) endorsed by PTLT will go into 2015. Deliver a clear, transparent, and streamlined CMC lifecycle management process from start of PhIII Development to end of Warranty Period in order to enhance our capabilities to commercialize new products.  In combination with implementation, a realization plan will be developed including the needed shifts in behavior and mindset (WS1 Develop PTx Resource Activity Model to reflect baseline new product commercialization activities across PT, WS2 Create an effective and overlapping handover process from development to commercial for robust and HA acceptable processes, and WS3 Develop designated launch facility(ies) concept and plans)",We need info. Needs SME - MY. Potential fall out from P2.,N/A,QSP,Capacity,Launch Facility,,,Complete,Deidre Dunham,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98005,Empower 3 Rollout,6/10/14 Sent email to SME. Waiting for feedback. Network that needs Capital - MY. OCN must purchase 5 HPLCs b/c Emplower 3 not compatible with our current HPLCs which also are approaching end of life.,,N/A,TBD,New Technologies,,,,Hold,TBD,Jessica Justice,TBD,Siu Fai Tsang,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98006,GMP Document Lifecycle - 2014/2015,Create a unified definition / process / procedure to define the overall lifecycle of GMP records.,Network Project. Issues with Resource plan. ,N/A,RTO,Improvements and Efficiencies,Reliable,,,Complete,TBD,Dona Bloch,TBD,Esther Pohlscheidt,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98009,PTB-006 Material of Construction (MOC) Program (GSP100 Implementation),"Project Addresses New requirements and processes introduced by GSP100
Objective: Fully implement and integrate the MOC Program
Proposed Solution (Deliverable): Develop a phased approach for implementation of GSP100",,N/A,RTO,Stay in Business,Multi Product,,,Execute,Melanie Yevilov,TBD,TBD,Carl Hixon ,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98010,PTB-011 Microbial Task Force (GSP085 Implementation) Project,"Revision of Bioburden test methods to align with compendial requirements, including define sample test volumes.
Validation of bioburden method across all sites within scope",,N/A,QSP,Stay in Business,,,,Hold,TBD,TBD,TBD,TBD,,,,,,,,,1.07,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98011,PTQ-xxx PQS: GSP085 - Microbiological Testing of Non-Sterile Material,"MCTF will serve as a focused work team to implement GSP085, Microbiological Testing of Non-Sterile Materials.",,N/A,RTO,Stay in Business,Multi Product,,,Execute,Melanie Yevilov,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98013,PTB-002 Gentamicin Removal Strategy for Commercial Processes,"""Commercial CHO processes utilizing gentamicin
-Outside of network: Activase (BIP), Xolair (Novartis, shared with VV starting in 4Q 2014)
-Within network: Avastin, Herceptin/Kadcyla, Perjeta, Pulmozyme, Rituxan, TNKase DS (SC/IV formulations and second brands)
Multi-product implementation strategy needs to be defined by end of 2013 and communicated to FDA in a Type C meeting in 1Q 2014
""""Kadcyla - 2015 RSTO
Avastin - 2018 SSF
MabThera/Rituxan - 4Q2014 Samsung; 1-2Q2015 CCP2; 2019 CCP1 (possible that CCP1 might move up pending SC strategy)
Xolair - 4Q2016 CCP1
Activase - 2016 BI
TNKase - 2016 SSF
Herceptin - IP Lonza (IV); 2015 RSTO (SC)
Pulmozyme - 2016 SSF
Perjeta - 2016 CCP1
NOTE: All new TTs will be G-""""""
",,N/A,QSP,Strategic,Multi Product,,,Execute,Melanie Yevilov,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98014,PTB-003 Analysis of Global Tank Management Process and System Improvements,"To conduct an end to end analysis of the tank management processes and develop a strategy / roadmap of improvement activities that will result in a more predictable performance and higher degree of assurance that tanks will be in the right place at the right time and at the desired level of quality.
",5/12/15 Changed to Canceled per Melanie's email. ,N/A,QSP,,Multi Product,,,Canceled,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98015,PRC-xxx Visible Particle Method Standardization,All Biologics -- pilot Herceptin first,,N/A,TBD,Improvements and Efficiencies,,,,Idea,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
